input,output
"Style: Industrial, Modern & Contemporary | Material: MDF, Metal | Finish: Wood Finish | Assembly: Assembly Required | Color: Brown | Product Features: Includes Hardware, Storage | Dimensions: 39. 37 In. L X 11. 81 In. W X 31. 5 In. H | Warranty: 180 day Limited Distributor","Expertly crafted, this console table featuring a unique geometric metal base and rustic wood top oozes industrial chic. Seamlessly blending with a variety of decor styles, it offers a spacious tabletop for showcasing decor. Ideal for compact spaces due to its slim design, it can be ideally positioned in a hall, foyer, or behind a living room sofa. Let it display your cherished items, greenery, or family photos for a delightful personal touch in your space. "
"Style: Modern & Contemporary, Vintage | Material: Pine | Finish: Distressed | Assembly: Assembled | Color: Brown, Grey, White | Product Features: Handmade, Shelf, Storage Area | Dimensions: 18. 0 In. W X 21. 5 In. H X 14. 0 In. D | Warranty: 60 day Limited Distributor","This Side Table with Drawer is made of MDF which is a premium quality recycled eco-friendly wood. It also has an exquisite faded gray finish that gives it a dashing look. It's further designed with two smooth-gliding drawers for storage purposes, the beautiful patterns on them can also decorate your place. The antique golden tone finished metal drawer pulls for the handles. "
"Style: Farmhouse, Modern & Contemporary | Material: Rubberwood | Finish: Grey Finish | Assembly: Assembled | Color: Natural | Product Features: Distressed Finish | Dimensions: 18. 25 In. W X 42. 75 In. H X 22. 75 In. D | Warranty: 180 day Limited Manufacturer",French style and farmhouse design combine to create this counter stool. The washed finished wood is perfectly accented by the solid natural fabric and brushed silver nail heads. Footrails provide stability and durability. Counter height. 
Style: Modern & Contemporary | Material: Upholstered | Finish: Espresso Finish | Assembly: Assembly Required | Color: Grey | Product Features: Includes Hardware | Dimensions: 79. 59 In. L X 42. 55 In. W X 47. 68 In. H | Warranty: 90 day Limited Manufacturer,"Elevate your bedroom with our sophisticated bedroom set, complete with a chic bed, practical nightstand, spacious chest, and refined dresser. The bed frame is expertly constructed from premium rubberwood, MDF, and LVL to ensure exceptional longevity. Upholstered in 100% polyester grey linen, the bed emanates timeless charm and simplicity with its clean lines and elegant upholstery. It includes four slats; for enhanced comfort, we recommend adding a box spring (sold separately). The dark grey side piece (nightstand, chest, dresser) seamlessly integrates into your bedroom decor, featuring solid wooden legs and a robust construction of solid and engineered wood. Sleek black-finished handles and legs provide a contemporary touch, while ample storage space maintains organization and aesthetics. Assembly is effortless with detailed instructions included, and shipping is secure in four separate boxes for your convenience"
"Style: Americana, Modern & Contemporary | Material: MDF, Metal | Finish: Walnut Finish | Assembly: Assembled, Assembly Required | Color: Brown, White | Product Features: Handmade | Dimensions: See Description | Warranty: 90 day Limited Manufacturer","A Statement Piece for Your Living Room: Elevate your living room with this stunning 94. 48-inch Mid-Century Modern TV Stand. This piece seamlessly blends classic mid-century design elements with modern functionality, creating a focal point that enhances any home décor. Its long silhouette and streamlined design make it perfect for larger spaces and larger TVs, adding a touch of sophistication and style. "
"Style: Modern & Contemporary | Material: Faux Leather, Steel | Finish: Steel Finish | Assembly: Assembly Required | Color: Black, Brown, Green, Grey, White, Yellow | Product Features: Upholstered | Dimensions: 19. 2 In. L X 15. 0 In. W X 35. 4 In. H | Warranty: 1 year Limited Manufacturer","Bring a touch of vintage charm to your home bar or restaurant with the Prusiner Faux Leather Counter Stool Vintage Barstools. The iron frame features a matte black powder coating for durability and the curved seat is designed for maximum comfort. Choose from five faux-leather upholstery colors to match your decor. With solid iron legs, easy assembly, and non-slip feet, these stools are perfect for any setting including pubs, coffee rooms, dining rooms, bars, lounges, and entertainment centers. "
"Style: Mid-Century Modern, Modern & Contemporary, Traditional | Material: PVC, Upholstered | Finish: Wood Finish | Assembly: Assembly Required | Color: Beige, Black, Blue, Brown, Grey | Product Features: Nailheads, Stackable, Stand Included | Dimensions: 19. 7 In. L X 24. 4 In. W X 37. 4 In. H | Warranty: 1 year Limited Manufacturer","NOTE: Our Dining chaires are sent out in two packages at the same time. If you receive one package first, please be patient and the others will be delivered immediately. "
"Style: Mid-Century Modern, Modern & Contemporary | Material: Faux Leather, Linen, Wood | Finish: Wood Finish | Assembly: Assembly Required | Color: Beige, Black, Blue, Brown, Cream, Green, Grey, Red | Product Features: Padded Seat, Swivel | Dimensions: See Description | Warranty: 90 day Manufacturer","With its classic colors and streamlined silhouette, this swivel barrel chair exudes a neo-classical charm that instantly elevates any space and brings an air of refinement to a space, without feeling stuffy. Whether you're going for a traditional, contemporary, or transitional decor, this chair effortlessly blends in, becoming the focal point of any room. "
"Style: Industrial | Material: MDF | Finish: Wood Finish | Assembly: Assembly Required | Color: Black, Brown, Grey, White | Product Features: Includes Hardware | Dimensions: 62. 99 In. L X 62. 99 In. W X 33. 46 In. H | Warranty: 1 year Limited Distributor","Imbue your living space with a dash of elegance with our 63-inch MDF console table. This farmhouse wood sofa table stands on sturdy double pedestal legs and boasts a substantial 5. 9-inch thickness for reliability. Measuring 13. 77""D x 62. 99""W x 33. 46""H, it provides sizeable disc space. The hallway table comes with protective foot pads and anti-rewind tape, ensuring it remains steady and in place. "
"Style: Modern & Contemporary | Material: Wood | Finish: Metal Finish, Wood Finish | Assembly: Assembly Required | Color: Black, Brown, Grey | Product Features: Includes Hardware | Dimensions: 70. 87 In. L X 70. 87 In. W X 33. 46 In. H | Warranty: 1 year Limited Distributor","Enhance your home with this fashionable 2-tier console table. Featuring a sleek, narrow and long design, this table boasts a semi-circular frame for a trendy appeal. Made from engineered wood and supported by a sturdy metal frame, it measures 11. 81"" D x 70. 87""W x 33. 46""H, making it a chic addition to any living space. "
"Style: Mid-Century Modern | Material: Polyurethane, Rubberwood | Finish: Wood Finish | Assembly: Assembly Required | Color: Black, Blue, Brown, Green, Red, Yellow | Product Features: Padded Seat | Dimensions: 25. 75 In. W X 30. 75 In. H X 33. 75 In. D | Warranty: 1 year Manufacturer","Add a touch of elegance and comfort to your home with the Mid-Century Modern PU Leather Accent Armchair. With a solid rubberwood frame and gorgeous walnut finish, this chair is built for long-lasting durability. The seat and back are upholstered in premium Leatherette leather with slight distressing, making it easy to clean, waterproof, and odor-free. This versatile accent chair is perfect for your living room, bedroom, reading area, or office. "
"Style: Casual, Modern & Contemporary | Material: Fabric, Rubberwood, Upholstered, Wood | Finish: Wood Finish | Assembly: Assembly Required | Color: Blue, Green, Grey, Off-White, Orange, Yellow | Product Features: Padded Seat, Solid Wood | Dimensions: 25. 2 In. W X 29. 13 In. H X 31. 1 In. D | Warranty: 60 day Limited Distributor","This chair's sleek and modern design instantly elevates the ambiance of any room. Crafted with a sturdy rubberwood frame and legs, this accent chair guarantees unmatched durability and stability, ensuring it will withstand the test of time. The thick foam-filled padding in the seat and back creates an opulent seating experience, enveloping you in sublime comfort and support. The high-quality fabric upholstery not only adds a touch of elegance to the chair's overall aesthetic but also provides a luxuriously soft feel against your skin. Its sectional sofa design offers remarkable flexibility, allowing for easy integration into different room layouts. "
Style: Mid-Century Modern | Material: Wood | Finish: Wood Finish | Assembly: Assembly Required | Color: Brown | Product Features: Adjustable Shelving | Dimensions: 68. 0 In. L X 16. 0 In. W X 32. 0 In. H | Warranty: 1 year Limited Manufacturer,"This Four-Door TV Stand is a harmonious blend of style and functionality. Crafted from high-quality hardwood solids in a cinnamon brown finish and adorned with soft woven raffia door fronts and oil rubbed bronze handles, this cabinet exudes warmth and sophistication. The interior features two adjustable and removable shelves, providing customizable storage solutions. The back features wire management cutouts, effortlessly accommodating a TV up to 65 or 70-inches. Whether gracing your living room as an entertainment console, your dining room as a space saving sideboard, a hallway accent piece, or a storage solution in bedroom, this chest seamlessly complements any space. Tapered legs accentuate the timeless mid-century modern design, making it a statement piece that enhances the aesthetic appeal of any room in your home. "
"Style: Glam, Mid-Century Modern, Modern & Contemporary | Material: Faux Leather, Metal, Stainless Steel | Finish: Black Finish, Brushed, Metal Finish, Stainless Steel Finish | Assembly: Assembly Required | Color: Black, Grey, White | Product Features: Footrest, Swivel, Upholstered | Dimensions: 20. 0 In. W X 38. 5 In. H X 20. 0 In. D | Warranty: 1 year Limited Manufacturer","Create an inviting and comfortable setting with the Eleanor swivel chair, counter stool or bar stool in faux leather and metal. This barstool offers a perfect blend of style and comfort, featuring a barrel-style seat and a sturdy 4-leg metal base. It is upholstered in durable faux leather, known for its resistance to cracking, staining, fading, and UV resistance. This modern stool is versatile and ideal for use at your kitchen island, pub table, bar table, or adjustable desk. The 360-degree swivel chair function ensures maximum mobility, and the smooth glide swivel allows you to change directions with ease, making it your new favorite seat. The Eleanor swivel chair seamlessly incorporates into any home decor and is available in your choice of counter or bar seat height. It comes in a brushed stainless-steel finish with black, gray, or white faux leather upholstery, or a black finish with black and gray faux leather upholstery. Elevate your space with the stylish and comfortable Eleanor Swivel Stool available in both 26-inch seat height and 30-inch seat height. "
